price,year,wbs
,,"""http://www.anjuke.com/fangjia/shanghai2019/"""
,,"""http://www.anjuke.com/fangjia/shanghai2018/"""
,,"""http://www.anjuke.com/fangjia/shanghai2017/"""
,,"""http://www.anjuke.com/fangjia/shanghai2016/"""
,,"""http://www.anjuke.com/fangjia/shanghai2015/"""
,,"""http://www.anjuke.com/fangjia/shanghai2014/"""
,,"""http://www.anjuke.com/fangjia/shanghai2013/"""
,,"""http://www.anjuke.com/fangjia/shanghai2012/"""
,,"""http://www.anjuke.com/fangjia/shanghai2011/"""
,,"""http://www.anjuke.com/fangjia/shanghai2010/"""
